,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
261,2856,美芝股份,--,--,--,493.4173,--,--
262,603858,步长制药,--,--,--,1202.158,--,--
263,300680,隆盛科技,--,--,--,1155.2136,--,--
264,2860,星帅尔,--,--,--,8325.2299,--,--
265,300687,赛意信息,--,--,--,8857.7852,--,--
266,2865,钧达股份,--,--,--,656.7551,--,--
267,603878,武进不锈,--,--,--,41.5975,--,--
268,2869,金溢科技,--,--,--,-8101.8798,--,--
269,2879,长缆科技,--,--,--,-11841.9096,--,--
270,2887,绿茵生态,--,--,--,13470.4267,--,--
271,603906,龙蟠科技,--,--,--,883.2123,--,--
272,603928,兴业股份,--,--,--,15702.0111,--,--
273,601882,海天精工,--,--,--,441.4808,--,--
274,603980,吉华集团,--,--,--,-2135.3823,--,--
275,603007,花王股份,--,--,--,253.0036,--,--
276,603035,常熟汽饰,--,--,--,1241.1275,--,--
277,603039,泛微网络,--,--,--,-903.3976,--,--
278,603058,永吉股份,--,--,--,-37062.7143,--,--
279,603069,海汽集团,--,--,--,6793.2962,--,--
280,603090,宏盛股份,--,--,--,24077.4762,--,--
281,603113,金能科技,--,--,--,83.3947,--,--
282,603131,上海沪工,--,--,--,2007.2837,--,--
283,603177,德创环保,--,--,--,-241.3019,--,--
284,603186,华正新材,--,--,--,949.928,--,--
285,603208,江山欧派,--,--,--,-3385.8218,--,--
286,603229,奥翔药业,--,--,--,1599.1106,--,--
287,603239,浙江仙通,--,--,--,2053.1617,--,--
288,603269,海鸥股份,--,--,--,-5660.2244,--,--
289,603320,迪贝电气,--,--,--,--,--,--
290,603335,迪生力,--,--,--,--,--,--
291,300523,辰安科技,--,--,--,425.8985,--,--
292,600919,江苏银行,--,--,--,--,--,--
293,603358,华达科技,--,--,--,4718.8309,--,--
294,603385,惠达卫浴,--,--,--,629.3076,--,--
295,300539,横河模具,--,--,--,622.4131,--,--
296,603393,新天然气,--,--,--,7178.4929,--,--
297,300543,朗科智能,--,--,--,-13898.6834,--,--
298,603421,鼎信通讯,--,--,--,1752.7562,--,--
299,300548,博创科技,--,--,--,24795.1941,--,--
300,603165,荣晟环保,--,--,--,2334.0156,--,--
301,603180,金牌厨柜,--,--,--,1643.463,--,--
302,603197,保隆科技,--,--,--,3684.016,--,--
303,603203,快克股份,--,--,--,-10900.4324,--,--
304,603228,景旺电子,--,--,--,1593.1832,--,--
305,603238,诺邦股份,--,--,--,1088.5629,--,--
306,603298,杭叉集团,--,--,--,-54635.2874,--,--
307,603313,梦百合,--,--,--,2584.485,--,--
308,603319,湘油泵,--,--,--,521.9345,--,--
309,300514,友讯达,--,--,--,485.4769,--,--
310,603326,我乐家居,--,--,--,-4062.5905,--,--
311,603357,设计总院,--,--,--,50658.9342,--,--
312,603385,惠达卫浴,--,--,--,629.3076,--,--
313,300539,横河模具,--,--,--,622.4131,--,--
314,603393,新天然气,--,--,--,7178.4929,--,--
315,300543,朗科智能,--,--,--,-13898.6834,--,--
316,603421,鼎信通讯,--,--,--,1752.7562,--,--
317,300548,博创科技,--,--,--,24795.1941,--,--
318,603496,恒为科技,--,--,--,--,--,--
319,300552,万集科技,--,--,--,5050.4096,--,--
320,603515,欧普照明,--,--,--,776.2604,--,--
321,300556,丝路视觉,--,--,--,-6350.053,--,--
322,300560,中富通,--,--,--,851.3312,--,--
323,603556,海兴电力,--,--,--,-1773.7884,--,--
324,300565,科信技术,--,--,--,3351.2794,--,--
325,300569,天能重工,--,--,--,-4339.3302,--,--
326,603578,三星新材,--,--,--,--,--,--
327,300573,兴齐眼药,--,--,--,547.0925,--,--
328,603586,金麒麟,--,--,--,747.2081,--,--
329,300578,会畅通讯,--,--,--,-4312.0434,--,--
330,300582,英飞特,--,--,--,4286.994,--,--
331,300586,美联新材,--,--,--,3438.4838,--,--
332,300590,移为通信,--,--,--,2789.7657,--,--
333,300595,欧普康视,--,--,--,115560.9613,--,--
334,603633,徕木股份,--,--,--,281.2923,--,--
335,300599,雄塑科技,--,--,--,1962.8474,--,--
336,603639,海利尔,--,--,--,17730.0977,--,--
337,300603,立昂技术,--,--,--,3169.1068,--,--
338,300607,拓斯达,--,--,--,--,--,--
339,601127,小康股份,--,--,--,1009.6468,--,--
340,300611,美力科技,--,--,--,5774.064,--,--
341,300616,尚品宅配,--,--,--,-17376.5256,--,--
342,300620,光库科技,--,--,--,-25470.0071,--,--
343,300625,三雄极光,--,--,--,4935.9935,--,--
344,2811,亚泰国际,--,--,--,771.9497,--,--
345,300629,新劲刚,--,--,--,422.3147,--,--
346,2816,和科达,--,--,--,4835.6672,--,--
347,300633,开立医疗,--,--,--,2273.6363,--,--
348,2820,桂发祥,--,--,--,101501.8459,--,--
349,603758,秦安股份,--,--,--,2942.4471,--,--
350,300638,广和通,--,--,--,2414.7961,--,--
351,2824,和胜股份,--,--,--,1261.8911,--,--
352,603777,来伊份,--,--,--,-25769.4191,--,--
353,300642,透景生命,--,--,--,17938.3464,--,--
354,2828,贝肯能源,--,--,--,-1086.4287,--,--
355,300648,星云股份,--,--,--,9107.868,--,--
356,2832,比音勒芬,--,--,--,-23728.7327,--,--
357,300652,雷迪克,--,--,--,1745.6007,--,--
358,2837,英维克,--,--,--,4065.2256,--,--
359,300658,延江股份,--,--,--,845.5204,--,--
360,300688,创业黑马,--,--,--,501.8487,--,--
361,2866,传艺科技,--,--,--,2648.4583,--,--
362,603879,永悦科技,--,--,--,5382.2016,--,--
363,2870,香山股份,--,--,--,-5375.8392,--,--
364,603886,元祖股份,--,--,--,2953.2077,--,--
365,2881,美格智能,--,--,--,546.3912,--,--
366,2888,惠威科技,--,--,--,-11965.8435,--,--
367,603908,牧高笛,--,--,--,5048.3619,--,--
368,603929,亚翔集成,--,--,--,-15204.2972,--,--
369,601858,中国科传,--,--,--,459.0323,--,--
370,603960,克来机电,--,--,--,1477.2881,--,--
371,603977,国泰集团,--,--,--,6516.2507,--,--
372,603985,恒润股份,--,--,--,997.4007,--,--
373,603031,安德利,--,--,--,237.0913,--,--
374,603036,如通股份,--,--,--,-5429.1606,--,--
375,603040,新坐标,--,--,--,-3789.48,--,--
376,603060,国检集团,--,--,--,1193.78,--,--
377,603086,先达股份,--,--,--,15795.494,--,--
378,603096,新经典,--,--,--,-941957.2034,--,--
379,603133,碳元科技,--,--,--,12196.2533,--,--
380,603159,上海亚虹,--,--,--,1700.9909,--,--
381,603178,圣龙股份,--,--,--,575.2742,--,--
382,603218,日月股份,--,--,--,2212.0525,--,--
383,603226,菲林格尔,--,--,--,552.7973,--,--
384,603232,格尔软件,--,--,--,15247.0226,--,--
385,603258,电魂网络,--,--,--,-2513.222,--,--
386,603286,日盈电子,--,--,--,1117.1079,--,--
387,300333,兆日科技,45.1778,41.4535,3259.8107,-239.2744,98.4925,1.5075
388,975,银泰资源,12.9013,11.9016,651.7302,1734.4987,98.1066,1.8934
389,300377,赢时胜,64.1843,64.1843,5973.9515,-348.5142,98.0398,1.9602
390,2621,三垒股份,41.5362,37.7098,1533.4254,-9.9871,97.9005,2.0995
391,2348,高乐股份,28.0427,25.1883,1598.7948,-2592.4281,97.8906,2.1094
392,300223,北京君正,110.904,103.1213,627.7442,801.6238,97.8298,2.1702
393,600193,*ST创兴,6.6401,6.6401,543.0149,-3277.0838,97.5868,2.4132
394,2515,金字火腿,19.8472,13.0632,65.6863,-1852.9344,97.159,2.841
395,300149,量子生物,22.8925,21.7513,555.5693,-13583.9797,97.0268,2.9732
396,603696,安记食品,22.5804,20.1917,1626.0767,-1035.8986,96.8811,3.1189
397,831,五矿稀土,30.5968,13.9872,947.9174,1366.9267,96.8581,3.1419
398,300485,赛升药业,27.0679,25.9574,1502.3787,-18778.3296,96.8259,3.1741
399,971,高升控股,6.2795,6.2795,330.1162,44113.6242,96.5616,3.4384
400,662,天夏智慧,2.3347,2.0806,62.2425,17.2869,96.5194,3.4806
401,567,海德股份,27.633,24.9287,2003.8226,-242.4782,96.5165,3.4835
402,600527,江南高纤,21.6997,15.5172,1098.1422,-482.2533,96.3858,3.6142
403,711,京蓝科技,24.6654,24.6654,1474.4497,9870.3844,96.2548,3.7452
404,300399,京天利,22.5669,21.8354,774.0005,-2097.6963,96.25,3.75
405,300076,GQY视讯,21.1018,19.3989,1330.2498,103.8405,96.121,3.879
406,300488,恒锋工具,25.3259,21.6864,526.9891,-5291.4069,96.104,3.896
407,2038,双鹭药业,23.0216,21.6369,852.9729,-1507.21,96.0929,3.9071
408,2007,华兰生物,16.5184,12.4529,303.948,-2246.9635,95.9476,4.0524
409,600751,海航科技,19.7483,19.7483,911.004,-342.674,95.8103,4.1897
410,300264,佳创视讯,27.3683,25.4155,827.7273,1136.4982,95.8012,4.1988
411,603969,银龙股份,29.4038,25.4736,1168.3963,-403.2522,95.7757,4.2243
412,300042,朗科科技,16.8241,16.0808,734.4549,-99.1484,95.6659,4.3341
413,300346,南大光电,47.9852,42.9805,355.2484,66.4018,95.6632,4.3368
414,300357,我武生物,20.8479,20.4162,1224.553,-3204.2475,95.5887,4.4113
415,2195,二三四五,13.205,13.1753,882.5127,-448.5089,95.4232,4.5768
416,300394,天孚通信,16.3594,15.3663,848.5893,-3527.0304,95.3863,4.6137
417,300305,裕兴股份,22.6774,21.6873,1278.585,-721.6201,95.1491,4.8509
418,300494,盛天网络,18.4889,18.4833,1707.6595,-585.9221,95.0617,4.9383
419,300468,四方精创,15.5892,15.1233,1246.7108,-1085.4601,95.0164,4.9836
420,603099,长白山,10.7842,10.5954,988.9603,7692.1278,94.8644,5.1356
421,697,炼石有色,10.1769,9.9175,478.0328,513.9924,94.8035,5.1965
422,300107,建新股份,10.2442,9.2609,265.5296,-619.0905,94.7544,5.2456
423,300191,潜能恒信,17.3422,17.3422,1591.4659,-3837.3165,94.7422,5.2578
424,300046,台基股份,15.5859,14.2599,996.5325,-51.2233,94.6027,5.3973
425,603688,石英股份,13.907,11.5758,229.2389,-4140.2853,94.5986,5.4014
426,300148,天舟文化,5.1211,4.935,388.7921,-808.6094,94.5548,5.4452
427,600506,香梨股份,23.1435,19.8283,168.2066,14478.1879,94.4994,5.5006
428,300127,银河磁体,15.0232,13.6708,355.4382,5556.4713,94.4688,5.5312
429,2502,骅威文化,5.9084,4.7668,233.7111,6322.8321,94.3826,5.6174
430,300306,远方信息,13.435,12.7157,1219.411,-220.6087,94.3351,5.6649
431,300480,光力科技,33.8107,31.4185,1018.7446,-242.5887,94.1412,5.8588
432,300417,南华仪器,15.3967,13.0085,1048.2416,-146.7256,94.1407,5.8593
433,300406,九强生物,16.9644,15.4631,998.1279,-9879.9373,94.1221,5.8779
434,2365,永安药业,11.1102,9.6614,141.1368,2233.3118,94.1148,5.8852
435,2351,漫步者,14.7053,13.0495,283.0043,21579.3419,94.0196,5.9804
436,300200,高盟新材,14.7971,13.3266,637.967,-3605.7714,93.9097,6.0903
437,600610,*ST毅达,15.1801,1.1763,41.662,-713.2965,93.7949,6.2051
438,2148,北纬科技,6.7802,6.6803,579.5759,-178.4757,93.788,6.212
439,2410,广联达,9.0323,8.972,822.77,-561.8069,93.7531,6.2469
440,300122,智飞生物,16.0926,14.7666,904.1292,-1474.8578,93.7455,6.2545
441,300508,维宏股份,9.7282,7.6706,523.1406,-3701.057,93.7318,6.2682
442,300150,世纪瑞尔,14.292,12.7677,816.7959,25.8191,93.7201,6.2799
443,300099,精准信息,9.7372,8.3373,361.5129,651.7668,93.6518,6.3482
444,300445,康斯特,10.9878,9.6873,771.9643,-529.0757,93.5793,6.4207
445,300183,东软载波,14.9718,14.1903,932.8052,-572.3419,93.5434,6.4566
446,987,越秀金控,4.2282,4.1155,259.7815,-1299.3575,93.5084,6.4916
447,2495,佳隆股份,5.6492,4.912,441.0299,-2574.8624,93.4934,6.5066
448,300018,中元股份,11.5309,10.654,641.2476,-318.0703,93.4652,6.5348
449,2252,上海莱士,30.0132,25.5396,1154.2962,-5376.1123,93.4319,6.5681
450,2558,巨人网络,5.7623,3.1011,243.4292,33617.2364,93.3985,6.6015
451,2575,群兴玩具,5.4419,4.3709,228.6373,7055.5506,93.3941,6.6059
452,503,国新健康,11.9715,11.9688,509.8906,1161.2998,93.3894,6.6106
453,603398,邦宝益智,12.2257,10.9204,229.1681,-4694.2383,93.3884,6.6116
454,2749,国光股份,14.4696,12.0898,1115.0064,-6710.7719,93.2632,6.7368
455,300359,全通教育,5.0321,4.9865,265.5907,-2557.2323,93.2263,6.7737
456,600206,有研新材,17.3007,14.2093,1020.4456,-7.8896,93.1987,6.8013
457,300314,戴维医疗,9.2554,8.1182,272.7289,-5442.5523,93.1854,6.8146
458,600847,万里股份,14.7159,11.5492,334.489,474.4346,93.1501,6.8499
459,2127,南极电商,13.5444,12.8537,850.6275,-1476.9087,93.0545,6.9455
460,300429,强力新材,8.1774,5.9673,169.4645,-13074.7398,92.9651,7.0349
461,300481,濮阳惠成,10.6053,9.4689,175.9371,-10382.6868,92.9533,7.0467
462,2553,南方轴承,8.6757,7.4932,161.7473,-7982.3339,92.9001,7.0999
463,2762,金发拉比,10.9071,8.628,782.0842,-622.7537,92.8822,7.1178
464,300371,汇中股份,9.4582,7.4999,391.863,810.0275,92.8821,7.1179
465,300307,慈星股份,10.7174,8.839,306.9498,-7736.4526,92.7313,7.2687
466,300379,东方通,6.9517,6.9116,301.8968,-1212.0455,92.5213,7.4787
467,300209,天泽信息,8.3367,7.9417,505.8341,43.7345,92.4884,7.5116
468,600212,江泉实业,3.8532,3.7909,6.1947,504242.3646,92.4843,7.5157
469,2273,水晶光电,8.8544,7.8415,174.8569,-2560.5134,92.4007,7.5993
470,2015,霞客环保,9.368,5.4508,298.4337,1915.3826,92.333,7.667
471,300428,四通新材,12.1505,10.0764,264.2954,29878.7896,92.318,7.682
472,2585,双星新材,5.4974,3.4333,47.5155,-16485.7711,92.3016,7.6984
